"Arquivo";"Tipo";"Secao";"Chave";"LinhaTribo";"LinhaDeepSeek";"Tribo";"DeepSeek";"IdiomaTribo";"IdiomaDeepSeek"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_heart_0";"570";"1011";"""Equipar o Coração na sua mão esquerda te ajuda a localizar Encantos de Ossos ou Runas, inclusive através das paredes.<br><br>O Coração bate e se ilumina quando você aponta em direção à um Encanto de Ossos ou Runa, e bate mais rápido a medida que você se aproxima.<br><br>O Coração irá sussurrar segredos se você pressionar `GBA_Secondary` enquanto mira em uma pessoa ou lugar.""";"""Equipar o Coração na mão esquerda ajuda você a localizar Talismãs de Ossos ou Runas, mesmo através de paredes.<br><br>O Coração bate e brilha quando você está virado para um Talismã de Ossos ou uma Runa, e bate mais rápido conforme você se aproxima.<br><br>O Coração sussurrará segredos se você pressionar `GBA_Secondary` enquanto mira em uma pessoa ou local.""";"PT/Misto";"PT/Misto"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_journal_0";"514";"955";"""Pressione `GBA_Journal` para acessar o Diário. Nele, você poderá rever os objetivos das suas missões e escolher quais pistas seguir, ler as pistas da missão e as informações sobre o seu equipamento, além de gerenciar os seus poderes sobrenaturais.""";"""Pressione `GBA_Journal` para acessar o diário. Lá, você pode revisar seus objetivos de missão e escolher quais rastrear, ler pistas de missão e informações sobre seu equipamento, e gerenciar seus poderes sobrenaturais.""";"PT/Misto";"PT"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_journal_1_gamepad";"515";"956";"""Pressione $LShoulder$ / $RShoulder$ para mudar de sessão.""";"""Pressione $LShoulder$ / $RShoulder$ para mudar de seção.""";"PT";"PT"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_journal_1_keyboard";"516";"957";"""Clique nas abas para mudar de sessão.""";"""Clique nas abas para mudar de seção.""";"PT";"PT"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_lean_0_gamepad";"573";"1014";"""Segurando `GBA_Lean_Gamepad` e movendo o analógico esquerdo para a esquerda ou para direita, você pode se inclinar nos cantos, permitindo que você olhe ao redor sem que seja visto pelos inimigos.""";"""Ao segurar `GBA_Lean_Gamepad` e pressionar para a esquerda ou direita no Analógico Esquerdo, você pode se inclinar nas esquinas, permitindo olhar à frente sem ser visto pelos inimigos.""";"PT/Misto";"PT/Misto"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_lean_0_keyboard";"574";"1015";"""Segurando `GBA_LeanLeft` ou `GBA_LeanRight`, você pode se inclinar nos cantos, permitindo que você olhe ao redor sem que seja visto pelos inimigos.""";"""Ao pressionar `GBA_LeanLeft` ou `GBA_LeanRight`, você pode se inclinar nas esquinas, permitindo que olhe à frente sem ser visto pelos inimigos.""";"PT";"PT"
"DishonoredGame.int";"Somente DeepSeek";"DisGFxMoviePlayerNote_Texts";"t_tuto_pArcaneBond_0";"";"1087";"";"""Compartilhe seus poderes com seus aliados assassinos. No nível 1, os assassinos se beneficiarão de `GBA_Blink` e `GBA_Vitality`. Isso significa que eles podem se teletransportar e ganhar um aumento de saúde.<br><br>No nível 2, os assassinos se beneficiam de `GBA_BendTime` e `GBA_ShadowKill`. Quando seu poder `GBA_BendTime` está ativo, os assassinos se movem na velocidade normal. Com `GBA_ShadowKill`, os inimigos viram cinzas em vez de deixar um corpo.""";"";"PT"
"DishonoredGame.int";"Somente DeepSeek";"DisGFxMoviePlayerNote_Texts";"t_tuto_pArcaneBond_title";"";"1086";"";"""Poder: Vínculo Arcano""";"";"Indeterminado"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_pBendTime_0";"603";"1044";"""Pressione `GBA_Secondary` para desacelerar o mundo em torno de você por um tempo limitado ou até que você pressione `GBA_Secondary` outra vez para parar de usar o poder. <br><br>No nível 2, o tempo é completamente parado. Os inimigos e sistemas de segurança não irão te ver enquanto o efeito do poder durar.""";"""Pressione `GBA_Secondary` para desacelerar o mundo ao seu redor por um tempo limitado, ou até que você pressione `GBA_Secondary` novamente para encerrar o poder. <br><br>No Nível 2, o tempo para completamente. Inimigos e sistemas de segurança não percebem sua presença durante a duração.""";"PT";"PT/Misto"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_pBendTime_title";"602";"1043";"""Poder: Dobra Temporal""";"""Poder: Dobrar o Tempo""";"Indeterminado";"Indeterminado"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_pBlink_0";"589";"1030";"""Pressione `GBA_Secondary` para avançar rapidamente e sigilosamente. Você também pode usá-lo para deslocar-se para cima, mas a distância será reduzida. Mirar nos parapeitos permitirá que você use o Teleporte para escalar.""";"""Pressione `GBA_Secondary` para executar um avanço rápido e furtivo pelo mundo. Você também pode usá-lo para subir, mas a distância é reduzida. Mirar em bordas permitirá que você se Teleporte para frente e suba.""";"PT/Misto";"PT/Misto"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_pBlink_1";"590";"1031";"""Segure `GBA_Secondary` para apontar o seu destino com precisão. A esfera azul indica que você deve chegar ao seu destino. A seta azul indica que você irá subir quando chegar no seu destino.""";"""Segure `GBA_Secondary` para mirar seu destino com precisão. Uma esfera azul indica que você deve alcançar seu destino. Uma seta azul indica que você irá escalar ao chegar ao destino.""";"PT/Misto";"PT"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_pBlink_2";"591";"1032";"""O Teleporte é útil para a exploração, sigilo, combate e fugir de situações de combate.""";"""O poder do Piscar é útil para furtividade, exploração, combate e fugas de situações de combate.""";"PT/Misto";"PT"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_pBlink_title";"588";"1029";"""Poder: Teleporte""";"""Poder: Piscar""";"Indeterminado";"Indeterminado"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_pBloodThirsty_0_gamepad";"609";"1050";"""Permite que você acumule Adrenalina bloqueando ataques, realizando assassinatos e infligindo danos corpo-a-corpo. Quando a Adrenalina estiver no máximo, aproxime-se de um inimigo e pressione `GBA_Lean_Gamepad` para executá-lo instantâneamente.<br><br>No nível 2, pressione `GBA_Lean_Gamepad` duas vezes para realizar um ataque de Adrenalina duplo, que mata mais de um inimigo instantâneamente. Você pode se mover e mirar enquanto o executa para poder apontar.""";"""Permite que você acumule Adrenalina bloqueando ataques, realizando assassinatos e causando dano corpo a corpo. Quando a Adrenalina estiver no máximo, aproxime-se de um inimigo e pressione `GBA_Lean_Gamepad` para uma fatalidade instantânea.<br><br>No Nível 2, toque duas vezes em `GBA_Lean_Gamepad` para executar um ataque de Adrenalina duplo, eliminando instantaneamente mais de um inimigo. Você pode se mover e mirar livremente durante a execução para mirar em seus alvos.""";"PT/Misto";"PT/Misto"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_pBloodThirsty_0_keyboard";"610";"1051";"""Permite que você acumule Adrenalina bloqueando ataques, realizando assassinatos e infligindo danos corpo-a-corpo. Quando a Adrenalina estiver no máximo, aproxime-se de um inimigo e pressione `GBA_Block` + `GBA_Primary` para executá-lo instantâneamente.<br><br>No nível 2, pressione `GBA_Primary` duas vezes enquanto segura `GBA_Block` para realizar um ataque de Adrenalina duplo, que mata mais de um inimigo instantâneamente. Você pode se mover e mirar enquanto o executa para poder apontar.""";"""Permite acumular Adrenalina bloqueando ataques, realizando assassinatos e causando dano corpo a corpo. Quando a Adrenalina estiver no máximo, aproxime-se de um inimigo e pressione `GBA_Block` + `GBA_Primary` para uma execução instantânea.<br><br>No Nível 2, pressione `GBA_Primary` duas vezes enquanto segura `GBA_Block` para executar um ataque duplo de Adrenalina, eliminando instantaneamente mais de um inimigo. Você pode se mover e mirar livremente durante essa ação para mirar em seus alvos.""";"PT/Misto";"PT/Misto"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_pBloodThirsty_title";"608";"1049";"""Poder: Sede de Sangue""";"""Poder: Sanguinário""";"PT";"Indeterminado"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_pCelerity_0";"616";"1057";"""Você pode saltar mais alto segurando `GBA_Jump`.<br><br>No nível 2, você pode correr muito mais rápido.""";"""Você pode pular mais alto segurando `GBA_Jump`.<br><br>No nível 2, você consegue correr muito mais rápido.""";"Indeterminado";"Indeterminado"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_pDarkVision_0";"597";"1038";"""Pressione `GBA_Secondary` para enxergar no escuro e revelar seres vivos através das paredes. Você também pode ver os seus campos de visão, assim como uma representação visual do barulho que você faz. No nível 2, você poderá ver itens importantes através das paredes, como dispositivos de segurança, armas, munição, moedas, chaves ou armadilhas.""";"""Pressione `GBA_Secondary` para enxergar no escuro e revelar seres vivos através de paredes sólidas. Você também pode ver seus campos de visão, além de uma representação visual dos sons que você emite. O nível 2 mostra itens importantes através das paredes, como dispositivos de segurança, armas, munição, moedas, chaves ou armadilhas.""";"PT";"PT"
"DishonoredGame.int";"Somente DeepSeek";"DisGFxMoviePlayerNote_Texts";"t_tuto_pDarkVision_DLC06_0";"";"1078";"";"""Pressione `GBA_Secondary` para enxergar no escuro e localizar Talismãs Ósseos e Runas. Com este poder equipado, a Marca do Forasteiro na mão de Daud brilhará quando você estiver de frente para um Talismã Ósseo ou uma Runa.<br><br>O Nível 2 permite ver itens importantes através de paredes sólidas, como dispositivos de segurança, munição, moedas e chaves, além de seres vivos. Você também pode ver seus campos de visão, bem como uma representação visual dos sons que você produz.""";"";"PT/Misto"
"DishonoredGame.int";"Somente DeepSeek";"DisGFxMoviePlayerNote_Texts";"t_tuto_pDarkVision_DLC06_title";"";"1077";"";"""Poder: Olhar do Vazio""";"";"PT"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_pDarkVision_title";"596";"1037";"""Poder: Visão Noturna""";"""Poder: Visão das Sombras""";"Indeterminado";"PT"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_perfectBlock_0";"534";"975";"""Pressione e segure `GBA_Block` para bloquear. Se conseguir bloquear no momento certo, desequilibrará o inimigo e o deixará aberto à um contra-ataque letal.""";"""Pressione e segure `GBA_Block` para bloquear. Faça isso no momento exato para desequilibrar os inimigos e abri-los para um contra-ataque letal.""";"PT";"PT"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_playYourWay_options_0";"549";"990";"""A próxima área está cheia de rotas alternativas que oferecem várias maneiras de completar a sua missão. Procure por parapeitos, túneis de ratos, dutos de água e lugares escondidos.""";"""A próxima área está repleta de caminhos que permitem várias abordagens para cumprir sua missão. Procure por plataformas elevadas, túneis de ratos, passagens aquáticas e esconderijos.""";"PT/Misto";"PT"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_playYourWay_pathways_0";"551";"992";"""Você pode passar pela Parede de Luz de várias maneiras:""";"""Você pode passar por esta Parede de Luz de várias maneiras:""";"PT";"PT"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_playYourWay_pathways_1";"552";"993";"""- Remova o tanque de óleo de baleia para desativá-lo<br> - Suba nas caixas da direita e use o telhado<br> - Encontre outra rota pelas ruas da direita<br> - Possua um rato e use o pequeno túnel da esquerda""";"""- Desative-o removendo o tanque de óleo de baleia<br> - Suba pelas caixas à direita e use o telhado<br> - Encontre outro caminho seguindo as ruas à direita<br> - Possua um rato e use o pequeno túnel à esquerda""";"PT";"PT/Misto"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_playYourWay_pathways_title";"550";"991";"""Jogue do seu jeito: Rotas""";"""Jogue do Seu Jeito: Caminhos""";"PT";"PT"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_playYourWay_pathways2_0";"554";"995";"""Há muitas rotas para seguir em suas missões: Ruas principais, becos, janelas, túneis de ratos, telhados e canais de água. Experimente com diferentes formas de alcançar os seus objetivos.""";"""Existem muitos caminhos para suas missões: ruas principais, becos, janelas, túneis de rato, telhados e vias aquáticas. Experimente diferentes formas de alcançar seus objetivos.""";"PT";"PT"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_playYourWay_pathways2_title";"553";"994";"""Jogue do seu jeito: Rotas""";"""Jogue do Seu Jeito: Caminhos""";"PT";"PT"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_playYourWay_powers_0";"556";"997";"""Os poderes que você obtém das Runas podem ser usados de maneira criativa para derrotar inimigos ou andar pelo cenário. Teleporte-se de um telhado à outro, possua ratos e peixes ou desacelere o tempo antes de enfrentar um grupo de inimigos.""";"""Os Poderes que você obtém das Runas podem ser usados de forma criativa para derrotar inimigos ou se mover pelo ambiente. Teleporte-se de telhado em telhado, possua ratos e peixes, ou desacelere o tempo antes de avançar sobre um grupo de inimigos.""";"PT";"PT"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_pPossession_0";"600";"1041";"""Pressione `GBA_Secondary` para entrar no corpo de um animal por um tempo limitado. Você pode acabar com a possessão pressionando `GBA_Secondary` outra vez. Se o seu hospedeiro morrer, ele irá sofrer o mesmo destino. Pequenos animais não conseguem sobreviver ao processo de possessão.<br><br>No nível 2, você também pode possuir pessoas. Enquanto estiver dentro de um corpo humano, você será muito desajeitado para fazer qualquer coisa além de movimentos básicos, como abrir portas ou carregar objetos.""";"""Pressione `GBA_Secondary` para se fundir fisicamente ao corpo de qualquer animal por um tempo limitado. Você pode encerrar a Possessão pressionando `GBA_Secondary` novamente. Se seu hospedeiro morrer, você sofrerá o mesmo destino. Animais pequenos não sobrevivem ao processo de possessão.<br><br>No nível 2, você também pode possuir pessoas. Dentro de outro corpo humano, você fica muito desajeitado para fazer qualquer coisa além de ações básicas, como abrir portas ou carregar objetos.""";"PT/Misto";"PT/Misto"
"DishonoredGame.int";"Somente DeepSeek";"DisGFxMoviePlayerNote_Texts";"t_tuto_pPull_0";"";"1101";"";"""No nível 1, agarre objetos inanimados à distância com `GBA_Secondary`. Itens como dinheiro, munição e chaves podem ser roubados de longe. Outros objetos fora de alcance, como garrafas ou Tanques de Óleo de Baleia, também podem ser pegos.<br>No nível 2, puxe seres vivos e corpos por um custo de mana um pouco maior do que para objetos inanimados. Quando os inimigos estão próximos o suficiente, são erguidos indefesos e podem ser executados ou sufocados. Cadáveres e corpos inconscientes são carregados automaticamente.""";"";"PT"
"DishonoredGame.int";"Somente DeepSeek";"DisGFxMoviePlayerNote_Texts";"t_tuto_pPull_title";"";"1100";"";"""Poder: Puxar""";"";"Indeterminado"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_pRatsSwarm_0";"586";"1027";"""Pressione `GBA_Secondary` para invocar um enxame de ratos devoradores que irá consumir cadáveres ou atacar o ser vivo mais próximo. Os ratos se dispersam depois de um tempo. No nível 2, mais ratos aparecerão e devorarão os cadáveres mais rápido.""";"""Pressione `GBA_Secondary` para invocar um enxame voraz de ratos que consumirá cadáveres ou atacará o ser vivo mais próximo. Os ratos se dispersam após um tempo. No nível 2, mais ratos são gerados e devoram corpos mais rapidamente.""";"PT";"PT"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_pShadowKill_0";"606";"1047";"""Cada vez que você matar um inimigo desprevinido, o cadáver se transformará em cinzas e desaparecerá, evitando a necessidade de escondê-lo. No nível 2, todos os inimigos mortos virarão cinzas.""";"""Cada vez que você mata um inimigo desprevenido, o corpo vira cinzas, desaparecendo para que você não precise escondê-lo. No nível 2, todos os inimigos mortos viram cinzas.""";"PT/Misto";"PT"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_pShadowKill_title";"605";"1046";"""Poder: Disfarce da Morte""";"""Poder: Morte Sombria""";"PT";"Indeterminado"
"DishonoredGame.int";"Somente DeepSeek";"DisGFxMoviePlayerNote_Texts";"t_tuto_pSummonAssassin_0";"";"1084";"";"""Como Daud, invoque aliados para se juntarem a você em combate.<br>Segure `GBA_Secondary` para mirar em um local ou inimigo. Solte `GBA_Secondary` para invocar um aliado assassino. Seu aliado assassino escolherá o inimigo mais próximo e atacará. Se você mirou em um inimigo, o assassino atacará esse personagem primeiro, e depois passará para outros inimigos próximos.<br>Se o assassino for invocado sem ninguém por perto para atacar, ele ficará por um tempo antes de desaparecer.""";"";"PT/Misto"
"DishonoredGame.int";"Somente DeepSeek";"DisGFxMoviePlayerNote_Texts";"t_tuto_pSummonAssassin_title";"";"1083";"";"""Poder: Invocar Assassino""";"";"Indeterminado"
"DishonoredGame.int";"Somente DeepSeek";"DisGFxMoviePlayerNote_Texts";"t_tuto_pSummonAssassinOR_0";"";"1104";"";"""Como Daud, invoque aliados para se juntarem a você em combate.<br>Segure `GBA_Secondary` para mirar em um local ou inimigo. Solte `GBA_Secondary` para invocar um aliado assassino. Seu aliado assassino escolherá o inimigo mais próximo e atacará. Se você mirou em um inimigo, o assassino atacará esse personagem primeiro, depois passará para outros inimigos próximos.<br>Se o assassino for invocado sem ninguém por perto para atacar, ele permanecerá por um tempo antes de desaparecer.""";"";"PT/Misto"
"DishonoredGame.int";"Somente DeepSeek";"DisGFxMoviePlayerNote_Texts";"t_tuto_pSummonAssassinOR_title";"";"1103";"";"""Poder: Invocar Assassino""";"";"Indeterminado"
"DishonoredGame.int";"Somente DeepSeek";"DisGFxMoviePlayerNote_Texts";"t_tuto_pTransversal_0";"";"1081";"";"""Desloque-se rapidamente de um lugar para outro sem ser notado. Você pode se mover horizontalmente e verticalmente, e mirar em bordas para escalá-las. O tempo congela se você parar de se mover enquanto mira, mesmo no meio de um pulo. Isso lhe dá tempo para planejar uma fuga ou realizar feitos como mudar de direção no ar.<br><br>Segure `GBA_Secondary` para mirar. Enquanto mira, um marcador esférico indica onde você vai parar. Para congelar o tempo, solte todos os controles de movimento, incluindo `GBA_Jump`.""";"";"PT"
"DishonoredGame.int";"Somente DeepSeek";"DisGFxMoviePlayerNote_Texts";"t_tuto_pTransversal_title";"";"1080";"";"""Poder: Piscar""";"";"Indeterminado"
"DishonoredGame.int";"Ambos preenchidos / traduÃ§Ã£o diferente";"DisGFxMoviePlayerNote_Texts";"t_tuto_pVitality_0";"613";"1054";"""Sua barra de saúde é estendida.<br>No nível 2, você regenera mais saúde, mais rápido.""";"""Você tem uma barra de saúde estendida.<br>No nível 2, você regenera mais saúde, mais rápido.""";"PT";"PT"
